date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d,prev_day_open,prev_day_high,prev_day_low,prev_day_close,prev_day_volume,prev_day_change_percent,prev_week_open,prev_week_high,prev_week_low,prev_week_close,prev_week_volume,prev_week_change_percent,prev_month_open,prev_month_high,prev_month_low,prev_month_close,prev_month_volume,prev_month_change_percent,prev_week_trend_percentage,prev_month_trend_percentage,next_day_target
1993-04-15,44.9063,45.0313,44.75,44.9375,148600,25.451,0.0,116535.0,45.0313,45.0625,44.9063,44.9375,119600.0,-0.14,44.25,44.3438,44.1563,44.3438,28000.0,0.35,45.3125,45.4375,45.3125,45.3125,30800.0,0.0,1.3388568413171589,-0.8275862068965517,44.9375
1993-04-16,44.9688,45.0313,44.875,44.9375,47900,25.451,0.0,115965.0,44.9063,45.0313,44.75,44.9375,148600.0,0.0,44.5313,44.5313,44.0938,44.2813,180800.0,-0.14,45.25,45.25,44.9688,45.0313,21800.0,-0.62,1.481889646419591,-0.20829956052790316,44.75
1993-04-19,44.9375,45.0625,44.7188,44.75,157000,25.3448,-0.42,120470.0,44.9688,45.0313,44.875,44.9375,47900.0,0.0,44.7188,44.9375,44.6563,44.9063,348500.0,1.41,45.2188,45.5,45.2188,45.3125,59300.0,0.62,-0.348058067576268,-1.2413793103448276,44.5313
1993-04-20,44.6875,44.75,44.25,44.5313,279500,25.2209,-0.49,125275.0,44.9375,45.0625,44.7188,44.75,157000.0,-0.42,44.875,45.1563,44.8438,45.0,146100.0,0.21,45.2813,45.2813,45.0313,45.0313,66900.0,-0.15,-1.0415555555555518,-1.1103388087841124,44.5
1993-04-21,44.625,44.625,44.375,44.5,67900,25.2032,-0.07,125910.0,44.6875,44.75,44.25,44.5313,279500.0,-0.49,45.0313,45.0625,44.9063,44.9375,119600.0,-0.14,44.5938,44.875,44.5625,44.7813,183400.0,-0.56,-0.9735744089012517,-0.6281639880932479,43.9375
1993-04-22,44.3125,44.6875,43.9375,43.9375,97700,24.8846,-1.26,128935.0,44.625,44.625,44.375,44.5,67900.0,-0.07,44.9063,45.0313,44.75,44.9375,148600.0,0.0,44.9063,44.9375,44.8125,44.875,55200.0,0.21,-2.2253129346314324,-2.0891364902506964,43.75
1993-04-23,43.8438,43.9688,43.6875,43.75,106000,24.7784,-0.43,128730.0,44.3125,44.6875,43.9375,43.9375,97700.0,-1.26,44.9688,45.0313,44.875,44.9375,47900.0,0.0,44.8125,45.0625,44.5938,44.875,37200.0,0.0,-2.642559109874826,-2.5069637883008355,43.4063
1993-04-26,43.7813,43.9375,43.2813,43.4063,62600,24.5837,-0.79,126785.0,43.8438,43.9688,43.6875,43.75,106000.0,-0.43,44.9375,45.0625,44.7188,44.75,157000.0,-0.42,44.9063,45.25,44.8438,45.1563,110100.0,0.63,-3.0026815642458065,-3.875428234819948,43.875
1993-04-27,43.3438,43.875,43.3438,43.875,156800,24.8492,1.08,130270.0,43.7813,43.9375,43.2813,43.4063,62600.0,-0.79,44.6875,44.75,44.25,44.5313,279500.0,-0.49,45.125,45.1563,44.875,44.9063,101500.0,-0.55,-1.473794836440889,-2.2965597254728216,43.7813
1993-04-28,43.8125,43.9063,43.7188,43.7813,85900,24.7961,-0.21,131765.0,43.3438,43.875,43.3438,43.875,156800.0,1.08,44.625,44.625,44.375,44.5,67900.0,-0.07,44.9375,45.3125,44.9375,45.0938,87100.0,0.42,-1.6150561797752772,-2.9105996833267542,43.9688
1993-04-29,43.875,43.9688,43.625,43.9688,85000,24.9023,0.43,130435.0,43.8125,43.9063,43.7188,43.7813,85900.0,-0.21,44.3125,44.6875,43.9375,43.9375,97700.0,-1.26,45.1563,45.2188,45.0938,45.2188,56000.0,0.28,0.07123755334282028,-2.7643369571947947,44.0313
1993-04-30,44.125,44.2813,44.0313,44.0313,88500,24.9377,0.14,128385.0,43.875,43.9688,43.625,43.9688,85000.0,0.43,43.8438,43.9688,43.6875,43.75,106000.0,-0.43,45.3438,45.4688,45.1875,45.1875,111600.0,-0.07,0.6429714285714323,-2.558672199170121,44.3125
1993-05-03,44.0938,44.3125,43.9063,44.3125,80500,25.097,0.64,129440.0,44.125,44.2813,44.0313,44.0313,88500.0,0.14,43.7813,43.9375,43.2813,43.4063,62600.0,-0.79,45.25,45.25,44.9375,45.0313,129500.0,-0.35,2.0877153777216635,-1.5962230715080437,44.4688
1993-05-04,44.4063,44.625,44.3438,44.4688,149100,25.1855,0.35,128285.0,44.0938,44.3125,43.9063,44.3125,80500.0,0.64,43.3438,43.875,43.3438,43.875,156800.0,1.08,44.6563,44.6563,44.0938,44.0938,59400.0,-2.08,1.3533903133903171,0.8504597018174891,44.5938
1993-05-05,44.4688,44.75,44.4688,44.5938,109000,25.2563,0.28,127250.0,44.4063,44.625,44.3438,44.4688,149100.0,0.35,43.8125,43.9063,43.7188,43.7813,85900.0,-0.21,44.4375,44.4375,44.1875,44.3125,172200.0,0.5,1.8558151539584251,0.6348095909732054,44.4375
1993-05-06,44.5313,44.5625,44.4063,44.4375,54700,25.1678,-0.35,128585.0,44.4688,44.75,44.4688,44.5938,109000.0,0.28,43.875,43.9688,43.625,43.9688,85000.0,0.43,44.4063,44.4063,44.0625,44.1875,129700.0,-0.28,1.0659831516893759,0.5657708628005658,44.3438
1993-05-07,44.4688,44.4688,44.2813,44.3438,68000,25.1147,-0.21,122945.0,44.5313,44.5625,44.4063,44.4375,54700.0,-0.35,44.125,44.2813,44.0313,44.0313,88500.0,0.14,44.25,44.3438,44.1563,44.3438,28000.0,0.35,0.7097224020185641,0.0,44.4375
1993-05-10,44.4063,44.6875,44.4063,44.4375,113900,25.1678,0.21,111215.0,44.4688,44.4688,44.2813,44.3438,68000.0,-0.21,44.0938,44.3125,43.9063,44.3125,80500.0,0.64,44.5313,44.5313,44.0938,44.2813,180800.0,-0.14,0.2820874471086037,0.3527448381145051,44.625
1993-05-11,44.4375,44.625,44.3125,44.625,42600,25.274,0.42,106040.0,44.4063,44.6875,44.4063,44.4375,113900.0,0.21,44.4063,44.625,44.3438,44.4688,149100.0,0.35,44.7188,44.9375,44.6563,44.9063,348500.0,1.41,0.3512575108840318,-0.6264154472757757,44.5625
1993-05-12,44.4375,44.5938,44.4375,44.5625,31000,25.2386,-0.14,101610.0,44.4375,44.625,44.3125,44.625,42600.0,0.42,44.4688,44.75,44.4688,44.5938,109000.0,0.28,44.875,45.1563,44.8438,45.0,146100.0,0.21,-0.07018912943055236,-0.9722222222222222,44.0313
1993-05-13,44.375,44.375,44.0,44.0313,129100,24.9377,-1.19,100635.0,44.4375,44.5938,44.4375,44.5625,31000.0,-0.14,44.5313,44.5625,44.4063,44.4375,54700.0,-0.35,45.0313,45.0625,44.9063,44.9375,119600.0,-0.14,-0.9140928270042157,-2.0165785813630004,44.0
1993-05-14,44.0313,44.1563,43.9688,44.0,63500,24.92,-0.07,101415.0,44.375,44.375,44.0,44.0313,129100.0,-1.19,44.4688,44.4688,44.2813,44.3438,68000.0,-0.21,44.9063,45.0313,44.75,44.9375,148600.0,0.0,-0.7753056797117108,-2.086230876216968,44.1563
1993-05-17,44.125,44.1563,43.9375,44.1563,34000,25.0085,0.36,95265.0,44.0313,44.1563,43.9688,44.0,63500.0,-0.07,44.4063,44.6875,44.4063,44.4375,113900.0,0.21,44.9688,45.0313,44.875,44.9375,47900.0,0.0,-0.6327988748241875,-1.7384144645340716,44.125
1993-05-18,44.1875,44.2188,43.9688,44.125,105200,24.9908,-0.07,86550.0,44.125,44.1563,43.9375,44.1563,34000.0,0.36,44.4375,44.625,44.3125,44.625,42600.0,0.42,44.9375,45.0625,44.7188,44.75,157000.0,-0.42,-1.1204481792717087,-1.3966480446927374,45.0313
1993-05-19,44.125,45.0313,43.8438,45.0313,50200,25.5041,2.05,85665.0,44.1875,44.2188,43.9688,44.125,105200.0,-0.07,44.4375,44.5938,44.4375,44.5625,31000.0,-0.14,44.6875,44.75,44.25,44.5313,279500.0,-0.49,1.0520056100981805,1.1228057568496765,45.1563
1993-05-20,45.0313,45.1563,44.9375,45.1563,98200,25.5749,0.28,85690.0,44.125,45.0313,43.8438,45.0313,50200.0,2.05,44.375,44.375,44.0,44.0313,129100.0,-1.19,44.625,44.625,44.375,44.5,67900.0,-0.07,2.5550006472668305,1.474831460674161,44.75
1993-05-21,45.1875,45.25,44.7188,44.75,221400,25.3448,-0.9,91460.0,45.0313,45.1563,44.9375,45.1563,98200.0,0.28,44.0313,44.1563,43.9688,44.0,63500.0,-0.07,44.3125,44.6875,43.9375,43.9375,97700.0,-1.26,1.7045454545454544,1.849217638691323,44.9375
1993-05-24,44.8438,45.0938,44.8438,44.9375,30500,25.451,0.42,89855.0,45.1875,45.25,44.7188,44.75,221400.0,-0.9,44.125,44.1563,43.9375,44.1563,34000.0,0.36,43.8438,43.9688,43.6875,43.75,106000.0,-0.43,1.7691699712158817,2.7142857142857144,45.0313
1993-05-25,45.125,45.125,45.0313,45.0313,191800,25.5041,0.21,91605.0,44.8438,45.0938,44.8438,44.9375,30500.0,0.42,44.1875,44.2188,43.9688,44.125,105200.0,-0.07,43.7813,43.9375,43.2813,43.4063,62600.0,-0.79,2.053937677053828,3.7436961915666616,45.5938
1993-05-26,45.1563,45.625,45.125,45.5938,102400,25.8227,1.25,92430.0,45.125,45.125,45.0313,45.0313,191800.0,0.21,44.125,45.0313,43.8438,45.0313,50200.0,2.05,43.3438,43.875,43.3438,43.875,156800.0,1.08,1.2491311598821264,3.917492877492881,45.4375
1993-05-27,45.6563,45.6563,45.375,45.4375,53800,25.7342,-0.34,90870.0,45.1563,45.625,45.125,45.5938,102400.0,1.25,45.0313,45.1563,44.9375,45.1563,98200.0,0.28,43.8125,43.9063,43.7188,43.7813,85900.0,-0.21,0.6227259540750645,3.7828936098288497,45.2188
1993-05-28,45.4063,45.4063,45.0,45.2188,79100,25.6103,-0.48,90400.0,45.6563,45.6563,45.375,45.4375,53800.0,-0.34,45.1875,45.25,44.7188,44.75,221400.0,-0.9,43.875,43.9688,43.625,43.9688,85000.0,0.43,1.047597765363132,2.8429249831698837,45.6563
