date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d,prev_day_open,prev_day_high,prev_day_low,prev_day_close,prev_day_volume,prev_day_change_percent,prev_week_open,prev_week_high,prev_week_low,prev_week_close,prev_week_volume,prev_week_change_percent,prev_month_open,prev_month_high,prev_month_low,prev_month_close,prev_month_volume,prev_month_change_percent,prev_week_trend_percentage,prev_month_trend_percentage,next_day_target
2000-10-10,140.0938,141.25,137.6875,137.6875,6104700,89.275,-1.65,6275785.0,141.3125,141.3125,139.375,140.0,4508000.0,-0.75,144.5312,145.75,142.2812,142.5,9347200.0,-0.93,149.75,151.1875,148.6875,149.5938,3933800.0,-0.15,-3.3771929824561404,-7.9590865396827875,136.5312
2000-10-11,137.625,138.625,135.125,136.5312,10366000,88.5253,-0.84,6566330.0,140.0938,141.25,137.6875,137.6875,6104700.0,-1.65,142.875,144.25,141.75,143.6875,6149000.0,0.83,149.75,150.25,148.4375,148.4688,4742500.0,-0.75,-4.980461070030439,-8.04047719116742,133.125
2000-10-12,137.2812,137.5938,132.7812,133.125,12336800,86.3168,-2.49,7013600.0,137.625,138.625,135.125,136.5312,10366000.0,-0.84,143.4062,144.8438,143.3125,144.1875,4566900.0,0.35,148.0,149.3438,147.6562,148.8906,4555100.0,0.28,-7.672301690507152,-10.58871412970329,137.5625
2000-10-13,132.9375,137.6562,132.875,137.5625,11776800,89.194,3.33,7398655.0,137.2812,137.5938,132.7812,133.125,12336800.0,-2.49,143.875,144.6406,139.75,141.0625,10014900.0,-2.17,149.875,149.9375,148.1562,148.4688,3391400.0,-0.28,-2.4811696942844486,-7.345853135473574,138.1875
2000-10-16,137.4062,138.2344,136.6875,138.1875,5659000,89.5992,0.45,7426390.0,132.9375,137.6562,132.875,137.5625,11776800.0,3.33,141.3125,141.3125,139.375,140.0,4508000.0,-0.75,148.1875,148.25,146.0312,146.0938,4075700.0,-1.35,-1.2946428571428572,-5.41179707831543,134.75
2000-10-17,138.4375,138.5625,134.4062,134.75,7831700,87.3704,-2.49,7490585.0,137.4062,138.2344,136.6875,138.1875,5659000.0,0.45,140.0938,141.25,137.6875,137.6875,6104700.0,-1.65,146.375,146.9688,144.2031,144.6562,5104300.0,-0.98,-2.133454380390377,-6.848099148187227,134.25
2000-10-18,132.625,136.125,130.1562,134.25,10897300,87.0462,-0.37,7710525.0,138.4375,138.5625,134.4062,134.75,7831700.0,-2.49,137.625,138.625,135.125,136.5312,10366000.0,-0.84,145.125,146.3125,144.7031,145.9688,6547800.0,0.91,-1.670826887920133,-8.028290977249924,139.2812
2000-10-19,136.8438,139.4531,136.4375,139.2812,8767300,90.3084,3.75,7881560.0,132.625,136.125,130.1562,134.25,10897300.0,-0.37,137.2812,137.5938,132.7812,133.125,12336800.0,-2.49,145.6875,146.0312,143.1562,144.8906,6498500.0,-0.74,4.62437558685447,-3.8714726835281197,139.9062
2000-10-20,138.375,141.1875,138.375,139.9062,7373500,90.7136,0.45,7870865.0,136.8438,139.4531,136.4375,139.2812,8767300.0,3.75,132.9375,137.6562,132.875,137.5625,11776800.0,3.33,144.4688,145.5625,143.75,145.1875,5346600.0,0.2,1.7037346660608905,-3.637572105036582,140.5312
2000-10-23,139.9375,141.0312,138.9375,140.5312,5290000,91.1189,0.45,7649595.0,138.375,141.1875,138.375,139.9062,7373500.0,0.45,137.4062,138.2344,136.6875,138.1875,5659000.0,0.45,142.625,145.3125,142.4219,145.2812,7587400.0,0.06,1.6960289461782092,-3.2695214521906477,139.5938
2000-10-24,140.9688,141.9375,139.0,139.5938,5750700,90.5111,-0.67,7673070.0,139.9375,141.0312,138.9375,140.5312,5290000.0,0.45,138.4375,138.5625,134.4062,134.75,7831700.0,-2.49,145.9375,146.0625,143.7188,144.1562,9715400.0,-0.77,3.5946567717996194,-3.1649002956515395,136.3125
2000-10-25,138.75,139.5625,136.125,136.3125,9136100,88.3835,-2.35,7827410.0,140.9688,141.9375,139.0,139.5938,5750700.0,-0.67,132.625,136.125,130.1562,134.25,10897300.0,-0.37,144.375,145.0,142.4062,142.4062,5281200.0,-1.21,1.536312849162011,-4.279097398849216,136.6875
2000-10-26,137.125,137.6562,134.0312,136.6875,9345800,88.6267,0.28,7952560.0,138.75,139.5625,136.125,136.3125,9136100.0,-2.35,136.8438,139.4531,136.4375,139.2812,8767300.0,3.75,143.5625,143.9688,142.125,143.1562,6049300.0,0.53,-1.86220394425092,-4.518630698495777,139.2812
2000-10-27,137.875,139.2812,136.625,139.2812,9762900,90.3084,1.9,8025120.0,137.125,137.6562,134.0312,136.6875,9345800.0,0.28,138.375,141.1875,138.375,139.9062,7373500.0,0.45,143.1875,146.3281,142.8906,146.125,6842800.0,2.07,-0.44672787910757344,-4.6835243798117965,140.5312
2000-10-30,138.4375,141.0938,138.1562,140.5312,10154100,91.1189,0.9,8256935.0,137.875,139.2812,136.625,139.2812,9762900.0,1.9,139.9375,141.0312,138.9375,140.5312,5290000.0,0.45,145.4688,145.9688,143.625,143.625,8311700.0,-1.71,0.0,-2.1540818102697914,142.9531
2000-10-31,141.0156,143.6875,140.0625,142.9531,7752400,92.6892,1.72,8177195.0,138.4375,141.0938,138.1562,140.5312,10154100.0,0.9,140.9688,141.9375,139.0,139.5938,5750700.0,-0.67,144.2812,144.9062,143.1406,143.8438,5517800.0,0.15,2.4064822363170992,-0.6192133411380826,142.4688
2000-11-01,142.25,143.25,141.2188,142.4688,6753600,92.3752,-0.34,8207425.0,141.0156,143.6875,140.0625,142.9531,7752400.0,1.72,138.75,139.5625,136.125,136.3125,9136100.0,-2.35,144.5312,145.75,142.2812,142.5,9347200.0,-0.93,4.516313617606594,-0.02189473684211407,142.7031
2000-11-02,143.1562,143.9062,142.5156,142.7031,11395100,92.5271,0.16,8548835.0,142.25,143.25,141.2188,142.4688,6753600.0,-0.34,137.125,137.6562,134.0312,136.6875,9345800.0,0.28,142.875,144.25,141.75,143.6875,6149000.0,0.83,4.400987654320993,-0.6850978686385342,142.7812
2000-11-03,143.4688,143.75,142.375,142.7812,5187100,92.5777,0.05,8307445.0,143.1562,143.9062,142.5156,142.7031,11395100.0,0.16,137.875,139.2812,136.625,139.2812,9762900.0,1.9,143.4062,144.8438,143.3125,144.1875,4566900.0,0.35,2.5129019566172603,-0.9753272648461119,143.7812
2000-11-06,143.1562,144.2969,143.0312,143.7812,4042500,93.2261,0.7,8284170.0,143.4688,143.75,142.375,142.7812,5187100.0,0.05,138.4375,141.0938,138.1562,140.5312,10154100.0,0.9,143.875,144.6406,139.75,141.0625,10014900.0,-2.17,2.3126537025229985,1.9273017279574745,143.75
2000-11-07,143.1406,144.0,142.5625,143.75,5231300,93.2059,-0.02,8240500.0,143.1562,144.2969,143.0312,143.7812,4042500.0,0.7,141.0156,143.6875,140.0625,142.9531,7752400.0,1.72,141.3125,141.3125,139.375,140.0,4508000.0,-0.75,0.55745555710229,2.6785714285714284,140.5625
2000-11-08,144.0625,144.0625,140.5625,140.5625,6123300,91.1392,-2.22,8028365.0,143.1406,144.0,142.5625,143.75,5231300.0,-0.02,142.25,143.25,141.2188,142.4688,6753600.0,-0.34,140.0938,141.25,137.6875,137.6875,6104700.0,-1.65,-1.3380473479105515,2.0880617339990923,140.0312
2000-11-09,140.0,141.2188,137.25,140.0312,10635300,90.7947,-0.38,7943290.0,144.0625,144.0625,140.5625,140.5625,6123300.0,-2.22,143.1562,143.9062,142.5156,142.7031,11395100.0,0.16,137.625,138.625,135.125,136.5312,10366000.0,-0.84,-1.872348953876961,2.563516617447147,136.625
2000-11-10,139.0,139.4688,136.5312,136.625,8569500,88.5861,-2.43,7782925.0,140.0,141.2188,137.25,140.0312,10635300.0,-0.38,143.4688,143.75,142.375,142.7812,5187100.0,0.05,137.2812,137.5938,132.7812,133.125,12336800.0,-2.49,-4.31163206360502,2.629107981220657,135.5625
2000-11-13,135.625,136.9844,133.0156,135.5625,17285301,87.8972,-0.78,8364240.05,139.0,139.4688,136.5312,136.625,8569500.0,-2.43,143.1562,144.2969,143.0312,143.7812,4042500.0,0.7,132.9375,137.6562,132.875,137.5625,11776800.0,3.33,-5.716115876067255,-1.4538845979100408,139.125
2000-11-14,137.4688,139.625,137.0,139.125,7668900,90.2071,2.63,8356100.05,135.625,136.9844,133.0156,135.5625,17285301.0,-0.78,143.1406,144.0,142.5625,143.75,5231300.0,-0.02,137.4062,138.2344,136.6875,138.1875,5659000.0,0.45,-3.217391304347826,0.6784260515603799,139.5625
2000-11-15,139.0625,140.1094,137.75,139.5625,8837700,90.4908,0.31,8253120.05,137.4688,139.625,137.0,139.125,7668900.0,2.63,144.0625,144.0625,140.5625,140.5625,6123300.0,-2.22,138.4375,138.5625,134.4062,134.75,7831700.0,-2.49,-0.7114273010226767,3.571428571428571,137.375
2000-11-16,139.5625,139.875,137.3125,137.375,6684100,89.0724,-1.57,8148960.05,139.0625,140.1094,137.75,139.5625,8837700.0,0.31,140.0,141.2188,137.25,140.0312,10635300.0,-0.38,132.625,136.125,130.1562,134.25,10897300.0,-0.37,-1.8968629848205343,2.3277467411545625,136.6406
2000-11-17,137.3125,139.0,135.75,136.6406,6551100,88.5962,-0.53,8107840.05,139.5625,139.875,137.3125,137.375,6684100.0,-1.57,139.0,139.4688,136.5312,136.625,8569500.0,-2.43,136.8438,139.4531,136.4375,139.2812,8767300.0,3.75,0.011418115279053084,-1.8958768304695868,134.6875
2000-11-20,135.75,136.375,134.3125,134.6875,5458500,87.3299,-1.43,8116265.05,137.3125,139.0,135.75,136.6406,6551100.0,-0.53,135.625,136.9844,133.0156,135.5625,17285301.0,-0.78,138.375,141.1875,138.375,139.9062,7373500.0,0.45,-0.6454587367450437,-3.7301420523179187,135.375
2000-11-21,134.875,136.1875,133.5156,135.375,7684300,87.7756,0.51,8212945.05,135.75,136.375,134.3125,134.6875,5458500.0,-1.43,137.4688,139.625,137.0,139.125,7668900.0,2.63,139.9375,141.0312,138.9375,140.5312,5290000.0,0.45,-2.6954177897574128,-3.6690784679843422,132.1406
2000-11-22,134.3438,134.875,132.125,132.1406,5736900,85.6785,-2.39,8042985.05,134.875,136.1875,133.5156,135.375,7684300.0,0.51,139.0625,140.1094,137.75,139.5625,8837700.0,0.31,140.9688,141.9375,139.0,139.5938,5750700.0,-0.67,-5.3179758172861575,-5.339205609418171,134.8438
2000-11-24,133.625,134.9688,133.625,134.8438,3411600,87.4312,2.05,7746275.05,134.3438,134.875,132.125,132.1406,5736900.0,-2.39,139.5625,139.875,137.3125,137.375,6684100.0,-1.57,138.75,139.5625,136.125,136.3125,9136100.0,-2.35,-1.842547770700646,-1.077450710683182,136.0312
2000-11-27,136.4688,136.6875,135.3125,136.0312,5992000,88.2011,0.88,7557730.05,133.625,134.9688,133.625,134.8438,3411600.0,2.05,137.3125,139.0,135.75,136.6406,6551100.0,-0.53,137.125,137.6562,134.0312,136.6875,9345800.0,0.28,-0.44598750298227147,-0.48014631915865563,133.6875
2000-11-28,135.125,136.5938,133.6406,133.6875,5336100,86.6815,-1.72,7316830.05,136.4688,136.6875,135.3125,136.0312,5992000.0,0.88,135.75,136.375,134.3125,134.6875,5458500.0,-1.43,137.875,139.2812,136.625,139.2812,9762900.0,1.9,-0.7424593967517401,-4.016119907065715,133.4375
2000-11-29,134.375,135.9062,133.2656,133.4375,6914100,86.5194,-0.19,7274915.05,135.125,136.5938,133.6406,133.6875,5336100.0,-1.72,134.875,136.1875,133.5156,135.375,7684300.0,0.51,138.4375,141.0938,138.1562,140.5312,10154100.0,0.9,-1.4312096029547554,-5.047775867565361,132.2812
2000-11-30,132.5,133.5,129.75,132.2812,11201600,85.7697,-0.87,7497315.05,134.375,135.9062,133.2656,133.4375,6914100.0,-0.19,134.3438,134.875,132.125,132.1406,5736900.0,-2.39,141.0156,143.6875,140.0625,142.9531,7752400.0,1.72,0.10640181745807592,-7.465315547546708,132.2188
2000-12-01,133.1875,134.0625,131.0,132.2188,7587200,85.7292,-0.05,7306920.05,132.5,133.5,129.75,132.2812,11201600.0,-0.87,133.625,134.9688,133.625,134.8438,3411600.0,2.05,142.25,143.25,141.2188,142.4688,6753600.0,-0.34,-1.9466968447937543,-7.19455768561257,133.3438
2000-12-04,131.875,133.875,131.5,133.3438,6996400,86.4586,0.85,7397385.05,133.1875,134.0625,131.0,132.2188,7587200.0,-0.05,136.4688,136.6875,135.3125,136.0312,5992000.0,0.88,143.1562,143.9062,142.5156,142.7031,11395100.0,0.16,-1.975576191344357,-6.558582119099038,137.7188
2000-12-05,134.875,138.25,134.4062,137.7188,8883400,89.2953,3.28,7639430.05,131.875,133.875,131.5,133.3438,6996400.0,0.85,135.125,136.5938,133.6406,133.6875,5336100.0,-1.72,143.4688,143.75,142.375,142.7812,5187100.0,0.05,3.0154651706404767,-3.5455648222595304,135.5156
2000-12-06,137.7812,138.3438,135.0312,135.5156,12888000,87.8668,-1.6,8022265.05,134.875,138.25,134.4062,137.7188,8883400.0,3.28,134.375,135.9062,133.2656,133.4375,6914100.0,-0.19,143.1562,144.2969,143.0312,143.7812,4042500.0,0.7,1.557358313817335,-5.7487348832809895,133.6562
2000-12-07,134.875,135.875,133.6562,133.6562,6529100,86.6612,-1.37,8042555.05,137.7812,138.3438,135.0312,135.5156,12888000.0,-1.6,132.5,133.5,129.75,132.2812,11201600.0,-0.87,143.1406,144.0,142.5625,143.75,5231300.0,-0.02,1.0394523182432576,-7.021773913043469,133.9688
2000-12-08,137.0625,139.125,133.875,133.9688,10276100,86.8639,0.23,8024595.05,134.875,135.875,133.6562,133.6562,6529100.0,-1.37,133.1875,134.0625,131.0,132.2188,7587200.0,-0.05,144.0625,144.0625,140.5625,140.5625,6123300.0,-2.22,1.3235636687067196,-4.690938194753232,138.625
2000-12-11,137.375,139.5625,136.7188,138.625,6405600,89.8829,3.48,7916400.05,137.0625,139.125,133.875,133.9688,10276100.0,0.23,131.875,133.875,131.5,133.3438,6996400.0,0.85,140.0,141.2188,137.25,140.0312,10635300.0,-0.38,3.9605890937561496,-1.0042047772210854,138.0312
2000-12-12,138.1875,138.8125,137.375,138.0312,5022900,89.4979,-0.43,7303280.0,137.375,139.5625,136.7188,138.625,6405600.0,3.48,134.875,138.25,134.4062,137.7188,8883400.0,3.28,139.0,139.4688,136.5312,136.625,8569500.0,-2.43,0.2268390372265988,1.0292406221409058,136.1406
2000-12-13,139.25,139.4062,136.0312,136.1406,6070500,88.2721,-1.37,7223360.0,138.1875,138.8125,137.375,138.0312,5022900.0,-0.43,137.7812,138.3438,135.0312,135.5156,12888000.0,-1.6,135.625,136.9844,133.0156,135.5625,17285301.0,-0.78,0.4612015148071513,0.42644536652835874,134.4062
2000-12-14,135.875,136.5,134.0312,134.4062,7778400,87.1475,-1.27,7170395.0,139.25,139.4062,136.0312,136.1406,6070500.0,-1.37,134.875,135.875,133.6562,133.6562,6529100.0,-1.37,137.4688,139.625,137.0,139.125,7668900.0,2.63,0.5611411965924513,-3.391769991015265,130.9688
2000-12-15,133.125,133.125,130.5625,130.9688,9065300,85.1786,-2.26,7289455.0,135.875,136.5,134.0312,134.4062,7778400.0,-1.27,137.0625,139.125,133.875,133.9688,10276100.0,0.23,139.0625,140.1094,137.75,139.5625,8837700.0,0.31,-2.239327365774718,-6.157599641737582,132.7188
2000-12-18,132.0625,133.4688,131.7656,132.7188,7235400,86.3168,1.34,7323670.0,133.125,133.125,130.5625,130.9688,9065300.0,-2.26,137.375,139.5625,136.7188,138.625,6405600.0,3.48,139.5625,139.875,137.3125,137.375,6684100.0,-1.57,-4.260559062218223,-3.3894085532302185,130.0156
2000-12-19,132.4688,134.9688,130.0156,130.0156,9616700,84.5587,-2.04,7531580.0,132.0625,133.4688,131.7656,132.7188,7235400.0,1.34,138.1875,138.8125,137.375,138.0312,5022900.0,-0.43,137.3125,139.0,135.75,136.6406,6551100.0,-0.53,-5.807092889143908,-4.848485735572004,126.25
2000-12-20,128.625,128.9375,126.0938,126.25,9994200,82.1096,-2.9,7647075.0,132.4688,134.9688,130.0156,130.0156,9616700.0,-2.04,139.25,139.4062,136.0312,136.1406,6070500.0,-1.37,135.75,136.375,134.3125,134.6875,5458500.0,-1.43,-7.264989283138172,-6.2645011600928076,127.125
2000-12-21,126.0,128.8594,125.5312,127.125,14331500,82.6787,0.69,8076805.0,128.625,128.9375,126.0938,126.25,9994200.0,-2.9,135.875,136.5,134.0312,134.4062,7778400.0,-1.27,134.875,136.1875,133.5156,135.375,7684300.0,0.51,-5.417309618157504,-6.094182825484765,130.9375
2000-12-22,129.0,131.1094,128.8438,130.9375,10182900,85.1583,3.0,8415370.0,126.0,128.8594,125.5312,127.125,14331500.0,0.69,133.125,133.125,130.5625,130.9688,9065300.0,-2.26,134.3438,134.875,132.125,132.1406,5736900.0,-2.39,-0.023898821704090936,-0.9104696058592184,132.3438
2000-12-26,130.8438,132.3438,130.2812,132.3438,4665300,86.0729,1.07,8349035.0,129.0,131.1094,128.8438,130.9375,10182900.0,3.0,132.0625,133.4688,131.7656,132.7188,7235400.0,1.34,133.625,134.9688,133.625,134.8438,3411600.0,2.05,-0.28255228347453415,-1.8539969950416708,133.3125
2000-12-27,132.0,133.7344,131.25,133.3125,4854100,86.7029,0.73,8324935.0,130.8438,132.3438,130.2812,132.3438,4665300.0,1.07,132.4688,134.9688,130.0156,130.0156,9616700.0,-2.04,136.4688,136.6875,135.3125,136.0312,5992000.0,0.88,2.535772630361275,-1.9985856185933908,133.7188
2000-12-28,132.8125,133.875,132.5938,133.7188,8358700,86.9671,0.3,8397165.0,132.0,133.7344,131.25,133.3125,4854100.0,0.73,128.625,128.9375,126.0938,126.25,9994200.0,-2.9,135.125,136.5938,133.6406,133.6875,5336100.0,-1.72,5.915881188118802,0.023412809724160783,131.1875
2000-12-29,134.0625,134.2812,131.1875,131.1875,8774600,85.3208,-1.89,8275815.0,132.8125,133.875,132.5938,133.7188,8358700.0,0.3,126.0,128.8594,125.5312,127.125,14331500.0,0.69,134.375,135.9062,133.2656,133.4375,6914100.0,-0.19,3.1956735496558504,-1.6861826697892273,128.8125
2001-01-02,132.0,132.1562,127.5625,128.8125,8737400,83.7762,-1.81,8333325.0,134.0625,134.2812,131.1875,131.1875,8774600.0,-1.89,129.0,131.1094,128.8438,130.9375,10182900.0,3.0,132.5,133.5,129.75,132.2812,11201600.0,-0.87,-1.6229116945107398,-2.6222169136657456,135.0
2001-01-03,128.3125,136.0,127.6562,135.0,19431600,87.8004,4.8,8955085.0,132.0,132.1562,127.5625,128.8125,8737400.0,-1.81,130.8438,132.3438,130.2812,132.3438,4665300.0,1.07,133.1875,134.0625,131.0,132.2188,7587200.0,-0.05,2.0070452865944706,2.1034830145183685,133.5469
2001-01-04,134.9375,135.4688,133.0,133.5469,9219000,86.8553,-1.08,8971865.0,128.3125,136.0,127.6562,135.0,19431600.0,4.8,132.0,133.7344,131.25,133.3125,4854100.0,0.73,131.875,133.875,131.5,133.3438,6996400.0,0.85,0.1758274730426582,0.15231304342609575,129.1875
2001-01-05,133.4688,133.625,129.1875,129.1875,12911400,84.0201,-3.26,8973035.0,134.9375,135.4688,133.0,133.5469,9219000.0,-1.08,132.8125,133.875,132.5938,133.7188,8358700.0,0.3,134.875,138.25,134.4062,137.7188,8883400.0,3.28,-3.388678330945228,-6.1947243223147375,130.1875
2001-01-08,129.875,130.1875,127.6875,130.1875,6625300,84.6705,0.77,8977845.0,133.4688,133.625,129.1875,129.1875,12911400.0,-3.26,134.0625,134.2812,131.1875,131.1875,8774600.0,-1.89,137.7812,138.3438,135.0312,135.5156,12888000.0,-1.6,-0.7622677465459743,-3.931724465670378,129.8438
2001-01-09,131.0469,131.5,129.4219,129.8438,5702400,84.4469,-0.26,8749160.0,129.875,130.1875,127.6875,130.1875,6625300.0,0.77,132.0,132.1562,127.5625,128.8125,8737400.0,-1.81,134.875,135.875,133.6562,133.6562,6529100.0,-1.37,0.800621057738952,-2.8523929305187674,132.125
2001-01-10,129.0,132.125,128.8125,132.125,8746100,85.9306,1.76,8866185.0,131.0469,131.5,129.4219,129.8438,5702400.0,-0.26,128.3125,136.0,127.6562,135.0,19431600.0,4.8,137.0625,139.125,133.875,133.9688,10276100.0,0.23,-2.1296296296296298,-1.3762905990051322,132.25
2001-01-11,131.0938,133.4844,131.0938,132.25,7245300,86.0119,0.09,8977305.0,129.0,132.125,128.8125,132.125,8746100.0,1.76,134.9375,135.4688,133.0,133.5469,9219000.0,-1.08,137.375,139.5625,136.7188,138.625,6405600.0,3.48,-0.9711195093259325,-4.598737601442742,132.0
2001-01-12,132.6875,133.7188,131.2812,132.0,7244000,85.8493,-0.19,9035980.0,131.0938,133.4844,131.0938,132.25,7245300.0,0.09,133.4688,133.625,129.1875,129.1875,12911400.0,-3.26,138.1875,138.8125,137.375,138.0312,5022900.0,-0.43,2.1770682148040637,-4.369446907655669,132.8438
2001-01-16,132.0,133.1875,131.5156,132.8438,8542200,86.3981,0.64,9074170.0,132.6875,133.7188,131.2812,132.0,7244000.0,-0.19,129.875,130.1875,127.6875,130.1875,6625300.0,0.77,139.25,139.4062,136.0312,136.1406,6070500.0,-1.37,2.040364858377331,-2.421614125396846,133.4531
2001-01-17,134.8438,135.0469,132.6406,133.4531,7851400,86.7943,0.46,9013475.0,132.0,133.1875,131.5156,132.8438,8542200.0,0.64,131.0469,131.5,129.4219,129.8438,5702400.0,-0.26,135.875,136.5,134.0312,134.4062,7778400.0,-1.27,2.7797245613575843,-0.709119073376084,134.7812
2001-01-18,133.4375,135.7031,132.9375,134.7812,8106900,87.6581,1.0,9057050.0,134.8438,135.0469,132.6406,133.4531,7851400.0,0.46,129.0,132.125,128.8125,132.125,8746100.0,1.76,133.125,133.125,130.5625,130.9688,9065300.0,-2.26,2.010368968779574,2.910922295997234,134.0156
2001-01-19,136.1875,136.1875,133.875,134.0156,7782500,87.1602,-0.57,8965340.0,133.4375,135.7031,132.9375,134.7812,8106900.0,1.0,131.0938,133.4844,131.0938,132.25,7245300.0,0.09,132.0625,133.4688,131.7656,132.7188,7235400.0,1.34,1.3350472589792108,0.9771034698927499,134.9062
2001-01-22,134.25,135.7812,133.5625,134.9062,7050900,87.7394,0.66,8818175.0,136.1875,136.1875,133.875,134.0156,7782500.0,-0.57,132.6875,133.7188,131.2812,132.0,7244000.0,-0.19,132.4688,134.9688,130.0156,130.0156,9616700.0,-2.04,2.201666666666676,3.761548614166305,135.9688
2001-01-23,134.4688,136.6562,134.1562,135.9688,8463100,88.4305,0.79,8524755.0,134.25,135.7812,133.5625,134.9062,7050900.0,0.66,132.0,133.1875,131.5156,132.8438,8542200.0,0.64,128.625,128.9375,126.0938,126.25,9994200.0,-2.9,2.3523867880924816,7.698059405940584,136.375
2001-01-24,136.25,137.3125,135.8438,136.375,6199900,88.6947,0.3,8325605.0,134.4688,136.6562,134.1562,135.9688,8463100.0,0.79,134.8438,135.0469,132.6406,133.4531,7851400.0,0.46,126.0,128.8594,125.5312,127.125,14331500.0,0.69,2.189458319064895,7.27630285152409,136.0312
2001-01-25,136.25,137.25,135.6562,136.0312,10818300,88.4711,-0.25,8633255.0,136.25,137.3125,135.8438,136.375,6199900.0,0.3,133.4375,135.7031,132.9375,134.7812,8106900.0,1.0,129.0,131.1094,128.8438,130.9375,10182900.0,3.0,0.9274290479681141,3.8901766109785294,135.875
2001-01-26,135.1562,136.125,134.4531,135.875,7136800,88.3695,-0.11,8747390.0,136.25,137.25,135.6562,136.0312,10818300.0,-0.25,136.1875,136.1875,133.875,134.0156,7782500.0,-0.57,130.8438,132.3438,130.2812,132.3438,4665300.0,1.07,1.3874504162201964,2.6682020616001756,136.6
2001-01-29,135.5,136.9,135.37,136.6,6705900,88.841,0.53,8664750.0,135.1562,136.125,134.4531,135.875,7136800.0,-0.11,134.25,135.7812,133.5625,134.9062,7050900.0,0.66,132.0,133.7344,131.25,133.3125,4854100.0,0.73,1.255539033787907,2.4660103141115757,137.8
2001-01-30,136.3,137.92,135.79,137.8,7069100,89.6214,0.88,8579475.0,135.5,136.9,135.37,136.6,6705900.0,0.53,134.4688,136.6562,134.1562,135.9688,8463100.0,0.79,132.8125,133.875,132.5938,133.7188,8358700.0,0.3,1.3467795553097652,3.052076446991765,137.02
2001-01-31,137.4,138.7,136.6,137.02,9706900,89.1141,-0.57,8627950.0,136.3,137.92,135.79,137.8,7069100.0,0.88,136.25,137.3125,135.8438,136.375,6199900.0,0.3,134.0625,134.2812,131.1875,131.1875,8774600.0,-1.89,0.4729605866177894,4.445926631729403,137.93
2001-02-01,137.1,137.95,136.25,137.93,8239600,89.706,0.66,8068350.0,137.4,138.7,136.6,137.02,9706900.0,-0.57,136.25,137.25,135.6562,136.0312,10818300.0,-0.25,132.0,132.1562,127.5625,128.8125,8737400.0,-1.81,1.3958562447438485,7.078117418728777,134.8
2001-02-02,137.4,137.99,134.75,134.8,8276500,87.6703,-2.27,8021225.0,137.1,137.95,136.25,137.93,8239600.0,0.66,135.1562,136.125,134.4531,135.875,7136800.0,-0.11,128.3125,136.0,127.6562,135.0,19431600.0,4.8,-0.7911683532658609,-0.14814814814813973,135.79
2001-02-05,134.8,135.94,134.75,135.79,4352900,88.3142,0.73,7593300.0,137.4,137.99,134.75,134.8,8276500.0,-2.27,135.5,136.9,135.37,136.6,6705900.0,0.53,134.9375,135.4688,133.0,133.5469,9219000.0,-1.08,-0.5929721815519783,1.6796346452070385,135.39
2001-02-06,135.3,136.7,135.22,135.39,7106700,88.054,-0.29,7617370.0,134.8,135.94,134.75,135.79,4352900.0,0.73,136.3,137.92,135.79,137.8,7069100.0,0.88,133.4688,133.625,129.1875,129.1875,12911400.0,-3.26,-1.748911465892616,4.801161103047885,134.69
2001-02-07,134.72,135.4,133.68,134.69,5748700,87.5988,-0.52,7619685.0,135.3,136.7,135.22,135.39,7106700.0,-0.29,137.4,138.7,136.6,137.02,9706900.0,-0.57,129.875,130.1875,127.6875,130.1875,6625300.0,0.77,-1.7004816815063586,3.4584733557369165,133.12
2001-02-08,134.8,135.4,133.1,133.12,5943300,86.5777,-1.17,7479545.0,134.72,135.4,133.68,134.69,5748700.0,-0.52,137.1,137.95,136.25,137.93,8239600.0,0.66,131.0469,131.5,129.4219,129.8438,5702400.0,-0.26,-3.487276154571161,2.5231855506385497,131.84
2001-02-09,133.35,133.35,131.26,131.84,9913000,85.7452,-0.96,7612930.0,134.8,135.4,133.1,133.12,5943300.0,-1.17,137.4,137.99,134.75,134.8,8276500.0,-2.27,129.0,132.125,128.8125,132.125,8746100.0,1.76,-2.1958456973293825,-0.21570482497634555,133.35
2001-02-12,131.7,133.5,131.7,133.35,5804400,86.7273,1.15,7540950.0,133.35,133.35,131.26,131.84,9913000.0,-0.96,134.8,135.94,134.75,135.79,4352900.0,0.73,131.0938,133.4844,131.0938,132.25,7245300.0,0.09,-1.7968922601075175,0.8317580340264608,132.26
2001-02-13,133.7,134.17,132.0,132.26,6587600,86.0184,-0.82,7443220.0,131.7,133.5,131.7,133.35,5804400.0,1.15,135.3,136.7,135.22,135.39,7106700.0,-0.29,132.6875,133.7188,131.2812,132.0,7244000.0,-0.19,-2.311839870005167,0.19696969696969008,132.06
2001-02-14,132.65,132.65,130.66,132.06,8400100,85.8883,-0.15,7470655.0,133.7,134.17,132.0,132.26,6587600.0,-0.82,134.72,135.4,133.68,134.69,5748700.0,-0.52,132.0,133.1875,131.5156,132.8438,8542200.0,0.64,-1.9526319697082157,-0.5900162446421928,133.34
2001-02-15,132.84,133.52,132.5,133.34,5928600,86.7208,0.97,7361740.0,132.65,132.65,130.66,132.06,8400100.0,-0.15,134.8,135.4,133.1,133.12,5943300.0,-1.17,134.8438,135.0469,132.6406,133.4531,7851400.0,0.46,0.1652644230769222,-0.08474887432364094,130.4
